,avg_credit_limit,total_credit_cards,total_visits_bank,total_visits_online,total_calls_made,cluster_label,recency,frequency,r_rank_norm,f_rank_norm,m_rank_norm,rfm_score,rfm_segment
0,100000.0,2,1,1.0,0,1,10,2.0,100.0,1.0015408320493067,96.66666666666667,3.5190215716486906,Average Credit Customers
1,50000.0,3,0,8.5,9,0,10,17.5,100.0,100.0,78.4920634920635,4.38702380952381,High Credit Customers
2,50000.0,7,1,3.0,4,1,10,8.0,100.0,47.996918335901384,78.4920634920635,3.658980666226429,Average Credit Customers
3,30000.0,5,1,1.0,4,1,10,6.0,100.0,24.499229583975346,63.57142857142857,2.904774928461369, Low Credit Customers
4,100000.0,6,0,8.5,3,2,10,11.5,100.0,83.20493066255779,96.66666666666667,4.669869029275809,High Credit Customers
5,20000.0,3,0,1.0,8,0,10,9.0,100.0,59.32203389830508,58.96825396825397,3.2611037126715092,Average Credit Customers
6,100000.0,5,0,8.5,2,2,10,10.5,100.0,76.11710323574731,96.66666666666667,4.570639445300462,High Credit Customers
7,15000.0,3,0,1.0,1,0,10,2.0,100.0,1.0015408320493067,41.269841269841265,1.9402120478391662, Low Credit Customers
8,5000.0,2,0,2.0,2,0,10,4.0,100.0,7.395993836671804,1.8253968253968256,0.9055677232372148, Low Credit Customers
9,3000.0,4,0,1.0,7,0,10,8.0,100.0,47.996918335901384,0.15873015873015872,1.426480666226429, Low Credit Customers
10,10000.0,4,0,5.0,5,0,10,10.0,100.0,70.18489984591679,23.333333333333332,2.397588597842835, Low Credit Customers
11,13000.0,3,0,2.0,7,0,10,9.0,100.0,59.32203389830508,34.04761904761905,2.5508656174334146, Low Credit Customers
12,11000.0,1,2,5.0,9,0,10,16.0,100.0,99.38366718027734,27.22222222222222,2.9172046738572166, Low Credit Customers
13,9000.0,1,1,5.0,6,0,10,12.0,100.0,85.97842835130972,19.20634920634921,2.501078949299289, Low Credit Customers
14,6000.0,2,2,4.0,6,0,10,12.0,100.0,85.97842835130972,5.7936507936507935,2.118817044537384, Low Credit Customers
15,8000.0,2,0,5.0,7,0,10,12.0,100.0,85.97842835130972,14.523809523809526,2.3676265683469078, Low Credit Customers
16,15000.0,2,1,2.0,4,0,10,7.0,100.0,36.132511556240374,41.269841269841265,2.4320456379778417, Low Credit Customers
17,8000.0,2,0,3.0,4,0,10,7.0,100.0,36.132511556240374,14.523809523809526,1.6697837332159366, Low Credit Customers
18,11000.0,2,2,2.0,7,0,10,11.0,100.0,79.66101694915254,27.22222222222222,2.641087570621469, Low Credit Customers
19,19000.0,4,1,5.0,8,0,10,14.0,100.0,94.29892141756548,55.31746031746032,3.6467325188935362,Average Credit Customers
20,5000.0,3,2,5.0,5,0,10,12.0,100.0,85.97842835130972,1.8253968253968256,2.005721806442146, Low Credit Customers
21,16000.0,2,0,3.0,7,0,10,10.0,100.0,70.18489984591679,44.36507936507936,2.9969933597475973, Low Credit Customers
22,6000.0,4,1,4.0,6,0,10,11.0,100.0,79.66101694915254,5.7936507936507935,2.030373284907183, Low Credit Customers
23,9000.0,1,1,3.0,4,0,10,8.0,100.0,47.996918335901384,19.20634920634921,1.969337809083572, Low Credit Customers
24,8000.0,2,0,2.0,10,0,10,12.0,100.0,85.97842835130972,14.523809523809526,2.3676265683469078, Low Credit Customers
25,18000.0,1,1,5.0,10,0,10,16.0,100.0,99.38366718027734,51.507936507936506,3.6093475310000738,Average Credit Customers
26,16000.0,3,0,5.0,9,0,10,14.0,100.0,94.29892141756548,44.36507936507936,3.334589661750679,Average Credit Customers
27,9000.0,2,2,2.0,10,0,10,14.0,100.0,94.29892141756548,19.20634920634921,2.6175658522268694, Low Credit Customers
28,5000.0,2,0,4.0,6,0,10,10.0,100.0,70.18489984591679,1.8253968253968256,1.784612407366645, Low Credit Customers
29,8000.0,4,0,4.0,7,0,10,11.0,100.0,79.66101694915254,14.523809523809526,2.279182808716707, Low Credit Customers
30,16000.0,3,1,5.0,4,0,10,10.0,100.0,70.18489984591679,44.36507936507936,2.9969933597475973, Low Credit Customers
31,11000.0,3,1,5.0,6,0,10,12.0,100.0,85.97842835130972,27.22222222222222,2.7295313302516697, Low Credit Customers
32,6000.0,1,0,5.0,10,0,10,15.0,100.0,97.7657935285054,5.7936507936507935,2.2838401570181235, Low Credit Customers
33,16000.0,1,0,5.0,6,0,10,11.0,100.0,79.66101694915254,44.36507936507936,3.129658999192898,Average Credit Customers
34,8000.0,4,1,3.0,10,0,10,14.0,100.0,94.29892141756548,14.523809523809526,2.4841134712744886, Low Credit Customers
35,19000.0,2,0,4.0,4,0,10,8.0,100.0,47.996918335901384,55.31746031746032,2.998504475750239, Low Credit Customers
36,9000.0,3,1,4.0,10,0,10,15.0,100.0,97.7657935285054,19.20634920634921,2.6661020617800286, Low Credit Customers
37,17000.0,2,0,4.0,6,0,10,10.0,100.0,70.18489984591679,47.93650793650794,3.0987790740333114,Average Credit Customers
38,13000.0,4,1,3.0,10,0,10,14.0,100.0,94.29892141756548,34.04761904761905,3.04054204270306,Average Credit Customers
39,10000.0,2,2,4.0,9,0,10,15.0,100.0,97.7657935285054,23.333333333333332,2.783721109399076, Low Credit Customers
40,19000.0,4,2,5.0,9,0,10,16.0,100.0,99.38366718027734,55.31746031746032,3.7179189595715023,Average Credit Customers
41,10000.0,1,1,2.0,7,0,10,10.0,100.0,70.18489984591679,23.333333333333332,2.397588597842835, Low Credit Customers
42,16000.0,4,2,3.0,4,0,10,9.0,100.0,59.32203389830508,44.36507936507936,2.844913236481033, Low Credit Customers
43,20000.0,2,0,4.0,4,0,10,8.0,100.0,47.996918335901384,58.96825396825397,3.1025520947978578,Average Credit Customers
44,11000.0,4,2,4.0,5,0,10,11.0,100.0,79.66101694915254,27.22222222222222,2.641087570621469, Low Credit Customers
45,14000.0,4,1,4.0,9,0,10,14.0,100.0,94.29892141756548,38.095238095238095,3.1558991855602025,Average Credit Customers
46,5000.0,1,2,2.0,5,0,10,9.0,100.0,59.32203389830508,1.8253968253968256,1.6325322841000807, Low Credit Customers
47,11000.0,1,2,2.0,6,0,10,10.0,100.0,70.18489984591679,27.22222222222222,2.508421931176169, Low Credit Customers
48,6000.0,4,0,2.0,8,0,10,10.0,100.0,70.18489984591679,5.7936507936507935,1.8977076454618829, Low Credit Customers
49,14000.0,3,2,2.0,6,0,10,10.0,100.0,70.18489984591679,38.095238095238095,2.818302883557121, Low Credit Customers
50,13000.0,1,0,5.0,9,0,10,14.0,100.0,94.29892141756548,34.04761904761905,3.04054204270306,Average Credit Customers
51,6000.0,2,1,5.0,5,0,10,11.0,100.0,79.66101694915254,5.7936507936507935,2.030373284907183, Low Credit Customers
52,17000.0,2,1,5.0,8,0,10,14.0,100.0,94.29892141756548,47.93650793650794,3.4363753760363935,Average Credit Customers
53,9000.0,3,0,5.0,9,0,10,14.0,100.0,94.29892141756548,19.20634920634921,2.6175658522268694, Low Credit Customers
54,14000.0,2,0,4.0,9,0,10,13.0,100.0,89.90755007704159,38.095238095238095,3.094419986792868,Average Credit Customers
55,6000.0,1,2,2.0,4,0,10,8.0,100.0,47.996918335901384,5.7936507936507935,1.587075904321667, Low Credit Customers
56,6000.0,1,0,2.0,5,0,10,7.0,100.0,36.132511556240374,5.7936507936507935,1.420974209406413, Low Credit Customers
57,6000.0,2,0,2.0,10,0,10,12.0,100.0,85.97842835130972,5.7936507936507935,2.118817044537384, Low Credit Customers
58,9000.0,1,0,4.0,7,0,10,11.0,100.0,79.66101694915254,19.20634920634921,2.4126351896690883, Low Credit Customers
59,19000.0,4,1,4.0,9,0,10,14.0,100.0,94.29892141756548,55.31746031746032,3.6467325188935362,Average Credit Customers
60,20000.0,4,1,4.0,7,0,10,12.0,100.0,85.97842835130972,58.96825396825397,3.6342932350135744,Average Credit Customers
61,18000.0,1,2,2.0,9,0,10,13.0,100.0,89.90755007704159,51.507936507936506,3.4766818915547733,Average Credit Customers
62,5000.0,1,0,2.0,4,0,10,6.0,100.0,24.499229583975346,1.8253968253968256,1.1450130236994644, Low Credit Customers
63,14000.0,3,0,4.0,6,0,10,10.0,100.0,70.18489984591679,38.095238095238095,2.818302883557121, Low Credit Customers
64,12000.0,1,0,5.0,9,0,10,14.0,100.0,94.29892141756548,30.476190476190478,2.9387563284173455, Low Credit Customers
65,16000.0,1,1,4.0,4,0,10,9.0,100.0,59.32203389830508,44.36507936507936,2.844913236481033, Low Credit Customers
66,19000.0,2,0,3.0,6,0,10,9.0,100.0,59.32203389830508,55.31746031746032,3.1570560936238903,Average Credit Customers
67,9000.0,4,2,2.0,6,0,10,10.0,100.0,70.18489984591679,19.20634920634921,2.2799695502237878, Low Credit Customers
68,7000.0,1,2,4.0,10,0,10,16.0,100.0,99.38366718027734,10.079365079365079,2.4286332452857877, Low Credit Customers
69,20000.0,1,2,3.0,7,0,10,12.0,100.0,85.97842835130972,58.96825396825397,3.6342932350135744,Average Credit Customers
70,14000.0,1,2,4.0,7,0,10,13.0,100.0,89.90755007704159,38.095238095238095,3.094419986792868,Average Credit Customers
71,6000.0,3,2,2.0,7,0,10,11.0,100.0,79.66101694915254,5.7936507936507935,2.030373284907183, Low Credit Customers
72,11000.0,3,1,2.0,6,0,10,9.0,100.0,59.32203389830508,27.22222222222222,2.3563418079096046, Low Credit Customers
73,19000.0,3,1,3.0,6,0,10,10.0,100.0,70.18489984591679,55.31746031746032,3.3091362168904546,Average Credit Customers
74,7000.0,2,0,5.0,8,0,10,13.0,100.0,89.90755007704159,10.079365079365079,2.295967605840487, Low Credit Customers
75,16000.0,3,1,4.0,6,0,10,11.0,100.0,79.66101694915254,44.36507936507936,3.129658999192898,Average Credit Customers
76,17000.0,1,2,4.0,6,0,10,12.0,100.0,85.97842835130972,47.93650793650794,3.319888473108813,Average Credit Customers
77,13000.0,3,1,4.0,4,0,10,9.0,100.0,59.32203389830508,34.04761904761905,2.5508656174334146, Low Credit Customers
78,6000.0,2,0,4.0,10,0,10,14.0,100.0,94.29892141756548,5.7936507936507935,2.2353039474649647, Low Credit Customers
79,15000.0,1,1,2.0,7,0,10,10.0,100.0,70.18489984591679,41.269841269841265,2.9087790740333115, Low Credit Customers
80,20000.0,2,2,4.0,8,0,10,14.0,100.0,94.29892141756548,58.96825396825397,3.7507801379411547,Average Credit Customers
81,7000.0,3,1,5.0,5,0,10,11.0,100.0,79.66101694915254,10.079365079365079,2.1525161420500405, Low Credit Customers
82,13000.0,1,1,2.0,5,0,10,8.0,100.0,47.996918335901384,34.04761904761905,2.392313999559762, Low Credit Customers
83,13000.0,3,1,4.0,6,0,10,11.0,100.0,79.66101694915254,34.04761904761905,2.835611380145279, Low Credit Customers
84,9000.0,3,2,4.0,5,0,10,11.0,100.0,79.66101694915254,19.20634920634921,2.4126351896690883, Low Credit Customers
85,10000.0,1,1,4.0,5,0,10,10.0,100.0,70.18489984591679,23.333333333333332,2.397588597842835, Low Credit Customers
86,6000.0,4,1,3.0,7,0,10,11.0,100.0,79.66101694915254,5.7936507936507935,2.030373284907183, Low Credit Customers
87,5000.0,4,1,2.0,5,0,10,8.0,100.0,47.996918335901384,1.8253968253968256,1.473980666226429, Low Credit Customers
88,8000.0,1,1,4.0,8,0,10,13.0,100.0,89.90755007704159,14.523809523809526,2.422634272507154, Low Credit Customers
89,7000.0,4,2,4.0,8,0,10,14.0,100.0,94.29892141756548,10.079365079365079,2.3574468046078216, Low Credit Customers
90,13000.0,2,1,4.0,6,0,10,11.0,100.0,79.66101694915254,34.04761904761905,2.835611380145279, Low Credit Customers
91,13000.0,1,1,2.0,10,0,10,13.0,100.0,89.90755007704159,34.04761904761905,2.9790628439357256, Low Credit Customers
92,5000.0,1,1,4.0,6,0,10,11.0,100.0,79.66101694915254,1.8253968253968256,1.9172780468119452, Low Credit Customers
93,8000.0,1,2,5.0,7,0,10,14.0,100.0,94.29892141756548,14.523809523809526,2.4841134712744886, Low Credit Customers
94,20000.0,2,2,4.0,4,0,10,10.0,100.0,70.18489984591679,58.96825396825397,3.413183835938074,Average Credit Customers
95,5000.0,1,2,5.0,7,0,10,14.0,100.0,94.29892141756548,1.8253968253968256,2.1222087093697266, Low Credit Customers
96,18000.0,3,2,3.0,6,0,10,11.0,100.0,79.66101694915254,51.507936507936506,3.333230427764326,Average Credit Customers
97,15000.0,2,0,5.0,4,0,10,9.0,100.0,59.32203389830508,41.269841269841265,2.756698950766747, Low Credit Customers
98,13000.0,1,1,4.0,9,0,10,14.0,100.0,94.29892141756548,34.04761904761905,3.04054204270306,Average Credit Customers
99,5000.0,2,1,4.0,6,0,10,11.0,100.0,79.66101694915254,1.8253968253968256,1.9172780468119452, Low Credit Customers
100,11000.0,1,0,5.0,6,0,10,11.0,100.0,79.66101694915254,27.22222222222222,2.641087570621469, Low Credit Customers
101,11000.0,1,1,5.0,9,0,10,15.0,100.0,97.7657935285054,27.22222222222222,2.8945544427324092, Low Credit Customers
102,10000.0,4,1,5.0,10,0,10,16.0,100.0,99.38366718027734,23.333333333333332,2.8063713405238833, Low Credit Customers
103,13000.0,1,0,3.0,7,0,10,10.0,100.0,70.18489984591679,34.04761904761905,2.7029457406999784, Low Credit Customers
104,17000.0,2,1,2.0,10,0,10,13.0,100.0,89.90755007704159,47.93650793650794,3.3748961772690587,Average Credit Customers
105,12000.0,2,1,4.0,9,0,10,14.0,100.0,94.29892141756548,30.476190476190478,2.9387563284173455, Low Credit Customers
106,20000.0,2,1,5.0,5,0,10,11.0,100.0,79.66101694915254,58.96825396825397,3.5458494753833736,Average Credit Customers
107,5000.0,2,2,2.0,6,0,10,10.0,100.0,70.18489984591679,1.8253968253968256,1.784612407366645, Low Credit Customers
108,8000.0,3,2,2.0,6,0,10,10.0,100.0,70.18489984591679,14.523809523809526,2.1465171692714065, Low Credit Customers
109,18000.0,4,2,3.0,8,0,10,13.0,100.0,89.90755007704159,51.507936507936506,3.4766818915547733,Average Credit Customers
110,15000.0,4,2,3.0,5,0,10,10.0,100.0,70.18489984591679,41.269841269841265,2.9087790740333115, Low Credit Customers
111,12000.0,2,0,4.0,9,0,10,13.0,100.0,89.90755007704159,30.476190476190478,2.877277129650011, Low Credit Customers
112,18000.0,4,1,3.0,10,0,10,14.0,100.0,94.29892141756548,51.507936507936506,3.5381610903221077,Average Credit Customers
113,7000.0,4,1,2.0,4,0,10,7.0,100.0,36.132511556240374,10.079365079365079,1.5431170665492702, Low Credit Customers
114,18000.0,4,0,3.0,6,0,10,9.0,100.0,59.32203389830508,51.507936507936506,3.0484846650524617,Average Credit Customers
115,7000.0,2,2,3.0,7,0,10,12.0,100.0,85.97842835130972,10.079365079365079,2.2409599016802413, Low Credit Customers
116,18000.0,1,0,2.0,7,0,10,9.0,100.0,59.32203389830508,51.507936507936506,3.0484846650524617,Average Credit Customers
117,17000.0,4,0,4.0,7,0,10,11.0,100.0,79.66101694915254,47.93650793650794,3.2314447134786124,Average Credit Customers
118,14000.0,3,1,4.0,5,0,10,10.0,100.0,70.18489984591679,38.095238095238095,2.818302883557121, Low Credit Customers
119,9000.0,3,0,4.0,9,0,10,13.0,100.0,89.90755007704159,19.20634920634921,2.556086653459535, Low Credit Customers
120,10000.0,4,2,4.0,6,0,10,12.0,100.0,85.97842835130972,23.333333333333332,2.6186979969183364, Low Credit Customers
121,13000.0,3,0,5.0,10,0,10,15.0,100.0,97.7657935285054,34.04761904761905,3.089078252256219,Average Credit Customers
122,10000.0,2,2,2.0,4,0,10,8.0,100.0,47.996918335901384,23.333333333333332,2.0869568567026193, Low Credit Customers
123,17000.0,1,1,4.0,8,0,10,13.0,100.0,89.90755007704159,47.93650793650794,3.3748961772690587,Average Credit Customers
124,5000.0,2,2,3.0,7,0,10,12.0,100.0,85.97842835130972,1.8253968253968256,2.005721806442146, Low Credit Customers
125,14000.0,2,1,5.0,5,0,10,11.0,100.0,79.66101694915254,38.095238095238095,2.9509685230024214, Low Credit Customers
126,20000.0,4,1,4.0,9,0,10,14.0,100.0,94.29892141756548,58.96825396825397,3.7507801379411547,Average Credit Customers
127,6000.0,3,2,3.0,9,0,10,14.0,100.0,94.29892141756548,5.7936507936507935,2.2353039474649647, Low Credit Customers
128,8000.0,4,1,5.0,4,0,10,10.0,100.0,70.18489984591679,14.523809523809526,2.1465171692714065, Low Credit Customers
129,9000.0,3,1,4.0,6,0,10,11.0,100.0,79.66101694915254,19.20634920634921,2.4126351896690883, Low Credit Customers
130,18000.0,3,1,5.0,6,0,10,12.0,100.0,85.97842835130972,51.507936507936506,3.421674187394527,Average Credit Customers
131,9000.0,3,0,2.0,5,0,10,7.0,100.0,36.132511556240374,19.20634920634921,1.803236114168318, Low Credit Customers
132,12000.0,4,0,2.0,6,0,10,8.0,100.0,47.996918335901384,30.476190476190478,2.2905282852740476, Low Credit Customers
133,10000.0,3,1,5.0,9,0,10,15.0,100.0,97.7657935285054,23.333333333333332,2.783721109399076, Low Credit Customers
134,13000.0,4,1,5.0,7,0,10,13.0,100.0,89.90755007704159,34.04761904761905,2.9790628439357256, Low Credit Customers
135,15000.0,3,2,3.0,6,0,10,11.0,100.0,79.66101694915254,41.269841269841265,3.0414447134786116,Average Credit Customers
136,17000.0,3,0,2.0,8,0,10,10.0,100.0,70.18489984591679,47.93650793650794,3.0987790740333114,Average Credit Customers
137,15000.0,2,0,5.0,8,0,10,13.0,100.0,89.90755007704159,41.269841269841265,3.1848961772690583,Average Credit Customers
138,15000.0,1,1,5.0,9,0,10,15.0,100.0,97.7657935285054,41.269841269841265,3.2949115855895514,Average Credit Customers
139,19000.0,1,0,3.0,10,0,10,13.0,100.0,89.90755007704159,55.31746031746032,3.5852533201262013,Average Credit Customers
140,14000.0,3,0,2.0,8,0,10,10.0,100.0,70.18489984591679,38.095238095238095,2.818302883557121, Low Credit Customers
141,16000.0,2,0,4.0,5,0,10,9.0,100.0,59.32203389830508,44.36507936507936,2.844913236481033, Low Credit Customers
142,9000.0,4,1,4.0,8,0,10,13.0,100.0,89.90755007704159,19.20634920634921,2.556086653459535, Low Credit Customers
143,9000.0,2,1,5.0,4,0,10,10.0,100.0,70.18489984591679,19.20634920634921,2.2799695502237878, Low Credit Customers
144,10000.0,4,2,4.0,8,0,10,14.0,100.0,94.29892141756548,23.333333333333332,2.735184899845917, Low Credit Customers
145,13000.0,3,0,4.0,4,0,10,8.0,100.0,47.996918335901384,34.04761904761905,2.392313999559762, Low Credit Customers
146,13000.0,2,1,3.0,9,0,10,13.0,100.0,89.90755007704159,34.04761904761905,2.9790628439357256, Low Credit Customers
147,5000.0,2,2,5.0,6,0,10,13.0,100.0,89.90755007704159,1.8253968253968256,2.060729510602392, Low Credit Customers
148,7000.0,1,2,2.0,10,0,10,14.0,100.0,94.29892141756548,10.079365079365079,2.3574468046078216, Low Credit Customers
149,14000.0,2,1,2.0,7,0,10,10.0,100.0,70.18489984591679,38.095238095238095,2.818302883557121, Low Credit Customers
150,11000.0,3,2,2.0,9,0,10,13.0,100.0,89.90755007704159,27.22222222222222,2.7845390344119156, Low Credit Customers
151,19000.0,1,1,4.0,4,0,10,9.0,100.0,59.32203389830508,55.31746031746032,3.1570560936238903,Average Credit Customers
152,15000.0,3,2,2.0,6,0,10,10.0,100.0,70.18489984591679,41.269841269841265,2.9087790740333115, Low Credit Customers
153,7000.0,4,0,4.0,6,0,10,10.0,100.0,70.18489984591679,10.079365079365079,2.01985050260474, Low Credit Customers
154,8000.0,4,2,3.0,10,0,10,15.0,100.0,97.7657935285054,14.523809523809526,2.5326496808276477, Low Credit Customers
155,19000.0,1,1,4.0,5,0,10,10.0,100.0,70.18489984591679,55.31746031746032,3.3091362168904546,Average Credit Customers
156,12000.0,3,2,5.0,7,0,10,14.0,100.0,94.29892141756548,30.476190476190478,2.9387563284173455, Low Credit Customers
157,17000.0,1,2,5.0,8,0,10,15.0,100.0,97.7657935285054,47.93650793650794,3.4849115855895523,Average Credit Customers
158,10000.0,3,2,5.0,9,0,10,16.0,100.0,99.38366718027734,23.333333333333332,2.8063713405238833, Low Credit Customers
159,8000.0,1,2,2.0,4,0,10,8.0,100.0,47.996918335901384,14.523809523809526,1.8358854281311907, Low Credit Customers
